1	27001	45500
1	140001	142000
1	142501	146000
1	146501	150500
1	164501	171000
1	6276501	6279000
1	6870001	6872500
1	11886001	11888000
1	12299501	12301500
1	14251001	14260000
1	18901501	18904000
1	19844501	19848000
1	30843501	30849000
1	31338501	31341500
1	38254001	38256500
1	38788001	38790000
1	39305001	39307500
1	41775001	41779000
1	42538001	42540500
1	44917501	44924000
1	46496501	46503000
1	53419001	53424000
1	54080001	54082500
1	58050501	58053500
1	61389501	61392000
1	61395501	61398500
1	63444501	63446500
1	63817501	63820000
1	70511501	70514500
1	88506501	88509000
1	88560001	88562500
1	89732001	89739000
1	90537001	90539500
1	100491501	100494000
1	105757001	105759000
1	110761501	110764000
1	113091501	113094000
1	115477501	115480000
1	125470001	125472000
1	152152501	152156000
1	153102501	153106000
1	153672001	153674000
1	156184001	156186500
1	157906501	157908500
2	184501	189500
2	1638501	1641000
2	2917001	2920000
2	4923501	4926500
2	7817001	7820500
2	8643001	8645000
2	10995501	10999000
2	11664501	11666500
2	14311501	14314000
2	16723001	16725500
2	17678501	17681000
2	20397501	20399500
2	27666001	27670500
2	54453001	54459500
2	61020001	61023000
2	69294001	69299500
2	75111501	75114000
2	78173501	78185500
2	101322501	101325000
2	119420001	119423000
2	119423501	119426000
2	119426501	119431500
2	123811501	123814000
2	123817001	123819500
2	133856501	133862500
2	134976001	134980000
2	136132001	136142000
3	3898501	3901000
3	4982501	4985000
3	10955001	10960500
3	12054001	12056500
3	12058001	12060500
3	12091001	12093500
3	17418501	17420500
3	18085001	18087500
3	21052001	21055500
3	21199501	21202000
3	21215501	21220500
3	28367001	28374000
3	36897501	36900000
3	38943501	38946000
3	39771501	39774000
3	54570001	54575500
3	55733001	55738500
3	57769501	57772000
3	62490501	62493000
3	62631501	62634000
3	64419001	64424500
3	71806001	71811000
3	76537501	76540000
3	76950501	76952500
3	86417501	86420000
3	89414001	89418000
3	92107001	92110500
3	93431501	93434000
3	117808501	117811000
3	117877001	117879500
3	119204001	119209000
3	119445001	119447500
3	120683001	120685500
4	161001	173000
4	175501	180500
4	185001	191000
4	191501	196000
4	198001	203000
4	225001	233000
4	240501	244500
4	245001	267500
4	289501	292000
4	365501	372500
4	6491501	6499000
4	7832001	7836000
4	8094001	8098500
4	8212501	8214500
4	8215501	8218000
4	12420001	12422500
4	14273501	14276000
4	15622001	15624000
4	17916501	17918500
4	21318001	21320000
4	34432001	34435000
4	40946501	40949000
4	42220501	42222500
4	48035501	48038000
4	50110501	50114000
4	52518501	52521000
4	54515501	54518000
4	55007501	55010000
4	60205001	60207500
4	62952001	62956000
4	82666501	82670000
4	82677501	82686500
4	88182001	88184500
4	89846501	89848500
4	98982501	98985000
4	105467001	105470500
4	105682501	105684500
4	105685001	105689000
4	105811001	105827000
4	105983501	105996000
4	113095001	113097000
4	116879001	116881500
4	118367001	118369500
5	14357501	14360000
5	18570501	18573500
5	27628001	27630500
5	27631501	27634500
5	27635001	27656500
5	31953501	31958000
5	33906001	33908500
5	34631501	34636500
5	35948001	35950500
5	35977501	35979500
5	36103001	36105500
5	40359001	40362000
5	40924001	40930500
5	50476001	50478000
5	56577501	56580000
5	80860501	80863000
5	81942501	81947000
5	84232001	84234500
5	87356001	87358500
5	91487001	91490000
5	91991001	91994000
5	93465001	93467500
5	100344001	100346500
5	101921501	101930000
5	104285501	104288500
5	105570501	105573000
5	106732001	106734500
5	108444001	108446500
5	114217001	114220000
5	118626001	118628500
5	120082001	120088500
6	3846001	3849500
6	8201001	8203500
6	8694501	8697000
6	10862501	10865500
6	15030001	15039000
6	16035501	16038000
6	21870001	21872500
6	34578501	34584500
6	42585001	42588500
6	47044501	47051500
6	49343501	49346000
6	52401001	52403500
6	56368001	56371000
6	75485001	75489500
6	76419501	76422000
6	84065501	84068000
6	87987501	87993000
6	90435501	90438000
6	109055001	109057500
6	113613001	113616000
6	116461501	116464500
6	117042001	117045000
7	756001	759000
7	5732001	5734500
7	6996001	6998500
7	10709501	10717500
7	10769001	10799500
7	13455001	13463500
7	13778001	13782500
7	17416001	17423500
7	23388001	23393000
7	23509501	23512000
7	34083501	34086000
7	34398001	34400500
7	36458001	36460500
7	42482501	42485000
7	44781501	44786500
7	63790501	63793500
7	67009001	67014000
7	75357001	75359500
7	81550001	81552500
7	92897001	92899500
7	95700501	95704500
8	3893501	3896000
8	14968001	14974000
8	15712001	15716500
8	21330001	21333500
8	23174001	23214000
8	23449501	23453000
8	26281501	26291000
8	28611501	28614000
8	37288001	37290500
8	37322001	37324500
8	38605001	38607500
8	41463501	41468500
8	43337001	43342500
8	45178501	45191500
8	54404001	54406000
8	60182501	60185000
8	62350001	62352500
8	62483001	62485500
8	65671501	65674000
8	66010501	66014500
8	70311501	70343500
8	71780501	71782500
8	71783501	71786500
8	71933001	71937500
8	72321001	72323500
8	76258501	76262500
8	76425001	76427000
8	80933001	80937500
8	87454001	87457500
8	87558001	87560500
8	93074501	93077500
8	93237001	93239500
8	96605001	96608000
8	98010001	98013500
8	100309001	100314500
8	105081001	105083500
8	110833001	110835500
8	111569501	111572000
9	11009001	11012000
9	12387501	12390000
9	15633001	15640000
9	17146001	17148000
9	20691001	20693500
9	20694501	20696500
9	23658001	23661500
9	29108501	29111500
9	39735501	39739000
9	43505001	43507000
9	43507501	43509500
9	45585501	45588500
9	52995001	52997500
9	53371501	53378000
9	54330501	54333500
9	58542001	58545500
9	63586001	63588500
9	67111001	67114500
9	87089001	87135000
9	87148001	87168500
9	87169001	87186500
9	98246001	98248500
9	103116501	103119000
10	5001	7500
10	2520501	2523000
10	4935001	4938500
10	22891501	22896500
10	23645001	23648500
10	25004501	25044000
10	25269001	25276500
10	27343501	27346000
10	27348001	27352500
10	27623501	27626500
10	27933501	27936000
10	29693001	29695500
10	31341501	31344000
10	40745001	40748000
10	40869001	40872500
10	41857501	41861000
10	42039001	42044500
10	43921001	43923000
10	48831501	48834500
10	54062001	54064000
10	56020501	56024500
10	74078001	74081000
10	84687001	84689500
10	89179501	89187500
10	91292501	91294500
10	103282001	103285500
10	103285501	103288500
11	2731501	2734000
11	4918001	4920500
11	5449001	5452500
11	7027501	7030000
11	8364001	8366500
11	12782001	12785000
11	16641001	16643000
11	18608001	18610500
11	19839501	19842500
11	21876001	21878500
11	26478001	26501500
11	26504501	26509000
11	27983501	27985500
11	36900001	36902000
11	45667501	45670000
11	47204501	47217500
11	64953001	64957500
11	84899501	84902500
11	85950501	85953000
11	89665001	89667500
11	90752501	90755000
11	93769001	93772000
11	99308001	99321000
11	103289001	103292500
11	103773001	103775500
11	104218501	104221000
12	10001	42500
12	42501	88500
12	1687001	1689500
12	1947001	1949500
12	15796501	15799000
12	26970501	26973000
12	37715001	37718500
12	40706501	40710000
12	42766001	42768500
12	46887501	46889500
12	49328501	49330500
12	50258501	50261000
12	61722001	61724500
12	62680501	62684000
12	72376001	72378500
12	72379001	72389000
12	72504001	72545000
12	72731501	72767500
12	85605001	85607000
12	85666001	85669000
12	85957501	85960500
12	86787001	86794000
13	11081501	11110000
13	11233501	11236000
13	14012501	14016000
13	15923501	15927000
13	16627001	16633000
13	26268501	26275000
13	33571501	33574000
13	36823501	36828000
13	43676001	43678500
13	48831501	48834500
13	52752001	52754500
13	57065001	57071500
13	63640001	63643500
13	67170501	67173000
13	71578501	71581000
13	82269501	82272000
13	83467501	83471500
14	2332001	2334500
14	7144001	7146500
14	10165501	10173000
14	18314001	18317000
14	18413001	18415500
14	19638501	19641000
14	25622001	25624500
14	29003001	29005500
14	38505501	38508000
14	44549501	44551500
14	49840501	49843000
14	70260501	70262500
14	73410501	73413000
14	77672501	77680500
14	78795501	78798000
14	80552001	80555000
14	81480001	81482500
14	82267001	82275000
15	45001	50000
15	76001	78000
15	2673001	2676500
15	8625001	8627000
15	18746001	18748500
15	20527001	20529000
15	22826001	22828500
15	27912001	27916000
15	30100501	30103000
15	30380001	30383000
15	48430001	48468000
15	50248001	50250500
15	50763501	50766000
15	60853001	60855500
15	61067501	61070500
15	62415001	62417500
15	74993501	74996000
15	78492501	78495000
15	80576501	80579000
15	80584501	80621500
15	83728001	83730500
15	84541501	84544500
15	84909501	84911500
15	84914001	84916000
15	84917001	84934500
15	84935001	84938500
15	84939001	84944500
16	1501	7500
16	7501	13000
16	114001	124500
16	135001	137500
16	138001	140000
16	156001	173500
16	195501	198000
16	1109001	1111500
16	5989001	5995000
16	6010501	6019000
16	10163501	10166000
16	12976501	12981000
16	20895001	20898000
16	33124501	33127000
16	39808001	39812500
16	46057501	46059500
16	55902501	55906500
16	67350001	67352500
16	67387501	67393500
16	68086501	68089000
16	70244501	70247000
16	72389001	72391500
16	77522001	77528000
16	77529501	77532000
16	78551001	78554500
16	79014501	79017000
16	79560001	79562500
16	80106001	80108500
16	81006001	81013500
17	2074001	2078000
17	9581001	9583500
17	14007501	14013000
17	14031501	14033500
17	14164001	14171000
17	24884501	24887000
17	39534001	39537000
17	40848501	40853000
17	50889001	50892000
17	59738501	59741500
17	62207501	62210000
17	65676501	65679000
17	66559001	66561500
17	66863001	66865500
17	69481501	69484500
17	69485501	69494000
17	69528001	69532500
17	70718501	70723500
17	70826501	70872000
17	72774501	72777000
17	73143001	73145500
